id,title,author,grade,text,char,valence,arousal,dominance
27338,My mom,jennifer,12,أمي هي الأفضل، تعرف كيف تعامل ضيفة، تعرفني ككتاب، هي طباخة ماهرة لهذا السبب أمي هي الأفضل.,131,4.000151634216309,3.573968410491944,3.412806510925293
36459,A Daughter&apos;s Love,jennifer,12,لقد كنت هناك منذ البداية التي ستكون فيها دائماً هنا ستبقى في قلوبنا لقد كان لدينا أيامنا الخير والشر التي مررنا بها في المراحل حتى الحزن الذي لم تعد هنا لأي منا,487,3.49575138092041,3.463290214538574,3.2669334411621094
42018,My name...,jennifer,12,"السخافة، ليندا، والمقاضاة على أي من هذه الأسماء هي الأسماء التي أعرفها. بدأت المدرسة وسألت المعلمة لماذا ما هو اسمك الفتاة، هل هو جولي أم كيس؟ '' 'أنا لا أعرف أنا قلت لها الحق، لقد تم فقط دعا ""مرحبا بك.' 'لم يكن اسما صحيحا أنا أعرف حتى أعتقد أنني سخيف، ليندا، سو!",298,2.6685996055603027,3.38690185546875,3.1578619480133057
106009,Myself,jennifer,12,أنت تحب أن تكتب شعراً ذكياً بما فيه الكفاية لتعرف أشياءاً,139,3.9168386459350586,3.4956250190734863,3.3691320419311523
104373,Family,jennifer,12,من المدهش أنّهم لا يتركون بكاءً أبداً إن كنت بالأسفل سيقلّونك لذا لا تعبوس,150,3.5999526977539062,3.638452053070069,3.293675184249878
65554,Left Behind,jennifer,12,أضواءك الخلفية تتلاشى، من أعلى إلى أسفل، أحمر ما بعد الهاوية لا تزال تحرق عيني لا تزال تحرق عيني لا تترك لي ترك لي وحده ويتمنى أن أجلس بجانبك، وشعر ينفخ في نسيم نخلقه، يطير أسفل الطريق السريع ولكن ليس لي يجلس بجانبك وليس لك التي تركت تريد,256,2.895115852355957,3.405449628829956,3.0290067195892334
106382,Sky sky,jennifer,12,ما هو الأزرق والمستدير، لا يستطيع لمس الأرض، يتسلق، يزحف، يتمنى لك الحظ، أدعو قطتي وأدفعه بعيداً، هذا يؤلمني،,220,3.524661064147949,3.654284477233887,3.203247308731079
31323,Orang Utan,jenny,12,خادمة فولاذية لا تُصدّق في اليابان,491,2.9417550563812256,3.517082691192627,3.16596794128418
20596,Life..........,jenny,12,الحياة كالعاصفة، تدور خارج السيطرة، تدور وتدور حول، دون اهتمام بروح.,350,2.934280633926392,3.7241928577423096,3.186945676803589
117440,Tumb Print Flower,jenny,12,هذا للشخص الذي يد يداه رقيقة ولطيفة، الذي يفهم أنه يمكنني أن أحب نفسي والآخرين الذين كانوا هناك خلال كل حياتي الصغيرة، البصمات هي الأشياء التي تجعلنا مميزين،,571,3.34752893447876,3.2195467948913574,3.2625677585601807
14662,Just Do,jenny,12,قم بأفضل أعمالك. فكّر بعقلك بحتة وصدق. كن لطيفاً وجامحاً. تكلم بكلمتك بلطف وسلام. فقط افعل شيئاً عندما تكون طفلاً. فقط افعل.,185,3.530890703201294,3.3390941619873047,3.3817899227142334
14862,Do,jenny,12,قم بأفضل أعمالك. فكّر بعقلك بحتة وصدق. كن لطيفاً وجامحاً. تكلم بكلمتك بلطف وسلام. فقط افعل شيئاً عندما تكون طفلاً. فقط افعل.,183,3.5121002197265625,3.327396869659424,3.3815853595733643
14870,Rain,jenny,12,عقلي مظلم كالسحابة السوداء. لا أعرف ماذا أفعل فجأة، السماء تبكي، الدموع تسقط. لا أحد يعلم، أنا أبكي بسبب المطر.,151,2.258697032928467,3.5377402305603027,2.77156138420105
111035,Winter,jeremiah,12,كما هو الحال عادة في الشتاء. هناك غابة تُعَجَّز عالياً من قبل شجرة قديمة جداً. عندما أحدق في جمالها، تضع رقاقة ثلج نفسها على وجهي بلطف شديد. فجأة تأخذ رقاقة الثلج شكل سيدة شابة، وتبتسم لي. لا أستطيع أن أساعد نفسي، أشعر بأنني على قيد الحياة حرة جداً. أستدير وألقي نظرة على وجهها. جمالها يفوق أي شيء آخر، لا توجد مقارنة. ولكن على الرغم من أن عينيها كانت تنظر إلى الحزن فيها، والنظرة الأكثر حزناً التي رأيتها من أي وقت مضى. ثم فجأة لم تترك أي مكان لتجده. مركز شغفي، كل ما أراه هو لها. ليس هناك شيء حتى ليس صوت. سأعود في الشتاء المقبل.,647,3.626767635345459,3.652735710144043,3.22298526763916
111034,The Moon,jeremiah,12,الشمس تغمر القمر، ويؤوي الكسوف الشمس الشمس إلى الشمس تنظر إلى القمر بشكل غير مباشر؛ تنظر إلى ضوء القمر الأخضر الشاحب. سوف تُضعف الشمس، ويظهر القمر مرة أخرى. ضوء القمر الأخضر الشاحب يُخفي أحلامنا بصمت. يتحرك ببطء شديد إلى الجزء الأعمق من علمنا الفرعي، ومع ذلك يبدو أنه لا شيء سوى حلم. المحيط يملأ قلوبنا وأحلامنا. القمر والمحيط مترابطان. كما نحدق ونُعجب بجمال القمر الشاهق، لا يسعنا إلا أن نشعر كما لو كان ينادي علينا. القمر يضيء بصمت أحلامنا، ولا نستطيع إيقافه. لا يمكننا أن نرحب به إلا في أحلك زاوية في عقولنا. <b>/p=\\\\n\n\n\n\t\t\t\t\t\t>/b>>,712,3.335809230804444,3.344426155090332,3.1681883335113525
106474,Green,jeremy,12,الأخضر هو بارد. الأخضر هو لعاب. الأخضر هو رائع. الأخضر هو opossum.,72,3.9855010509490967,3.4869089126586914,3.3399810791015625
23291,In my life,jeremy,12,في حياتي رأيت الموت والدموع، حياة العصابات والخوف، أريق دمعة من أجل موتي وأموت لماذا يجب أن أحاول؛ إذا كنت سأموت في المرة القادمة، إذا كان هذا هو السبب، إذا أنا مستعد، يا سيدي، لأنني في حياتي رأيت كثيرا.,209,2.311565637588501,3.615721702575684,2.962933301925659
93159,"You Said You Would, But You Wont",jermaine,12,قلت أنك ستفعل، ولكنك لن تقول أنك سوف تكون هناك من أجلي فقط رد على الهاتف اتصل بإبني خمسة عشر سنة كنت غائباً عن حياتي أتذكر كل زيارة قلت أنك ستفعل ذلك,488,2.6329731941223145,3.382942676544189,3.145339250564575
119810,THE MAN OF ACTION,jerry,12,رجل العمل هو الرجل الذي يفعل كل ما في وسعه للمساعدة في الإعداد، الرب يخطط هو الرجل الذي لديه سبب في أي وقت مضى لماذا ينبغي لنا أن نمدح أعلى هو النفس التي على النار لسيده قلبه لا تبرد أبدا انه يقف على كلمة الله قوي جرئ. هو واحد من الممسوحين الذين جعلهم الله ليساعدونا من الخطيئة هو الرجل الذي فعل الشهوة الذي رضينا برفاهية ورضا عظيمين,554,3.704322576522827,3.4970006942749023,3.3644981384277344
119809,MY CLASS POEMS OF GOD HAVE BLESS ME,jerry,12,باركني الله لأكون أفضل شخص ممكن مهما كان خيري أعلم أن الله سيقويني ليصبح شخصا أفضل. باركني الله لأبني على عمل الأمس الذي سيقودني إلى مكافآت الغد,600,3.734158992767334,3.4293699264526367,3.357189893722534
119811,LIFE IS A BLESSING,jerry,12,هي حياة مباركة هي نعمة أن تستقبلها وتتعلم أي شيء جيد يأتيك الطريق.\\ الحياة هي بركة في كل طريقة لا يجب أن نكون مهتمين بها و السعادة تأتي إلى حياتك كل يوم. تذكروا أن الحياة هي الملامة على الخيارات التي تختارها. الحياة هي هدية مباركة من الله. الحياة هي هدية مباركة من الله. لماذا لا تدع يسوع الأعباء التي هي في حياتك. الحياة هي بركة تُخبر لكل شخص ينقذ يسوع المجد الذي في يده. الحياة ليست بركة ، بل هي بركة ، ولكن معقّدة. للنجاة من مباركتكم تعطيكم أفضل صرخة مع كل مباركتكم سوف تُعَدّل إلى حي. الحياة بركة إلى الحب الذي لن ينتهي أبدا. الحياة بركة من اليهود الذي هو ربي فوق و صديقي الدائم. > bbr</p>,850,3.7450852394104,3.4145326614379883,3.315753936767578
34234,I saw a flower,jessi,12,رأيت زهرة أثناء دش بدا وكأن لها قوة لذا شاهدتها لفتى ساعة أحببت تلك الزهرة,113,4.060816287994385,3.670331716537476,3.3800041675567627
72272,Tayler,jessica,12,شباب شباب رائعين و رائعين و رائعين و رائعين و متحملين المسؤولية,63,4.064638614654541,3.69624662399292,3.403632879257202
15289,Routine,jessica,12,أنا أستيقظ كل صباح، إنه نفس الروتين القديم الذي أخرج من السرير، إنه نفس الروتين القديم الذي أرتديه في ملابسي العادية، إنه نفس الروتين القديم الذي أستعد لخوضه في العالم، إنه نفس الروتين القديم الذي أتركه في المنزل لتغيير حياتي،,313,3.3271188735961914,3.417663097381592,3.3773317337036133
101593,Night and day,jessica,12,كنت قد حصلت على مثل ليلة ونهار هناك فقط زوجين من الأشياء التي كنت أريد أن أقولها منذ كنت قليلا كنت لم أذهب إلى السرير في الليل,1466,2.5762884616851807,3.4077377319335938,2.999343156814575
50176,My Lilly Girl,jessica,12,فتاتي الليلية صفراء بأربعة حبات بيضاء وأنف أحمر أفضل ما تفعله فتياتي المفضلات هو اللعب بخرطوم المياه في الخارج تحبه عندما لا تحب الذهاب للمشي والحب عندما نجلس ونتحدث مع فتاتي الليلية,413,3.949253559112549,3.638420343399048,3.355025053024292
