text,text_verified,verified
"في أعالي السماء، كان طائر طنان يرقص بخجل، يعزف لحن نبات الخزامى، مما جعل عصفورًا سعيدًا محبوبًا ينضم إليه ويغني معه. نظر العندليب ورأى، فقرر أن يحضر عشرة أصدقاء ليقدم لهم مخلبًا كبيرًا، وغنى العندليب جوقة من الأغاني","","false"
"أحب الجرو، إنه لطيف، لونه بني، إنه جرو جميل، إنه جرو صديقي","","false"
"أحب المانجو لأنها لذيذة وغنية بالعصارة. اسمي ليس لوسي.","","false"
"بابا بابا بابا، إنه الأفضل! نعرف أن لعبته المفضلة هي الشطرنج. يأخذ أمي في نزهات ممتعة. بيني هو ابنه الأكبر. يخرج في مواعيد خاصة مع بيلا؛ كريستيانو هو صديقه. يقفز مع جيو كالأرنب ويعمل بجد ليجلب لنا المال. عندما يسافر بابا بعيدًا، نحتفظ به في قلوبنا. لا نطيق الانتظار حتى يعود بابا لنرتاح أخيرًا!","","false"
"الورود حمراء، والبنفسج أزرق، أنا ذاهب إلى المدرسة، ماذا عنك؟","","false"
"ببغاء يطير، ينظف نفسه، ويصرخ، ويحب أكل الكثير من المانجو والريش","","false"
"الشمس صفراء. الشمس حارقة جداً الآن. قد تُصاب بحروق الشمس.","","false"
"أعيش في سلة الغسيل. أنا ذو وبر كثيف. رائحتي كريهة للغاية. أنا أبيض. يتم غسلي. يرتديني الناس.","","false"
"ضفدعي أخضر. ضربته بحبة فاصوليا. ضفدعي مليء بالنتوءات. لهذا السبب هو غاضب جدًا. ضفدعي سريع. لذلك يواعد فتاة. ضفدعي يستطيع أن ينق. لهذا السبب يحب المزاح","","false"
"الكلاب رائعة، أحب الكلاب لأنها مرحة ودافئة.","","false"
"كان هناك ذات مرة دب أسود أحمق بجانب البركة، كان يحب أكل الكمثرى، وفي إحدى المرات بدأ يغرق فسقط في الماء وهو عابس، وعندما سبح للخارج كان مليئاً بالتعب.","","false"
"يذكرك اللون الأزرق بنهر. يذكرك اللون الأزرق بسماء الصباح. يذكرك اللون الأزرق بآيس كريم كعكة عيد الميلاد من ستيوارت. يذكرك اللون الأزرق بكرة شاطئ زرقاء. يذكرك اللون الأزرق أيضاً بكتاب أزرق.","","false"
"أختي ماكرة للغاية، فهي دائماً ما تمارس عليّ المقالب، لقد ربطتني بكرسي، ودائماً ما تشد شعري، ودائماً ما توقعني في المشاكل، أتمنى لو أنها تطير بعيداً في فقاعة.","","false"
"تتدفق المياه مع نسيم البحر، لكن الرمال شديدة الحرارة. لذلك ألعب في الأمواج مع أخي.","","false"
"أسقط في الماء، أموت، يجب أن أطير حقاً، لا تلمس ذلك، إنه ملكي.","","false"
"ضفدع لزج، ضفدع لزج، إذا قام بتلويثي باللزوجة فسأقوم بتلويث بطنه باللزوجة.","","false"
"أستطيع الطيران. شكلي يشبه الماسة. يمكنك حملي. لدي خيط.","","false"
"حمار وحشي، تفاحة، كعكات، تلال","","false"
"رائحة حذائي تشبه رائحة القمر، والرقم 9 على لوحتي يشير إلى النبيذ...","","false"
"حفرة الأفعى جيدة، بالنسبة لمنجم... لكن لا يوجد بها ضوء شمس!","","false"
"أمي فتاة، أمي هي العالم. أمي تبلغ من العمر 42 عامًا، وأنا أحبك.","","false"
"هههههه الحياة رائعة","","false"
"إنه لون رائع، إنه لون رائع، إنه لون رائع، إنه لون رائع، إنه لون رائع، إنه لون رائع،","","false"
"أرى الناس يدخنون ويمشون. أرى سيارة كاديلاك زرقاء داكنة. أشم رائحة الدجاج وماء المسبح والزهور. أسمع صراخ الناس وإشعالهم للألعاب النارية، وحديث أمي. ألمس الماء وجذع شجرة. أتذوق الدجاج المشوي وأجنحة الدجاج والبطاطا الحلوة ودجاج الباربكيو والخضراوات.","","false"
"المطر يهطل بغزارة في كل مرة. كأنه يتحدث إلينا. يقول قطرة قطرة.","","false"
"طعم الصيف كالفراولة. صوت الصيف كصراخ الأطفال. شكل الصيف كألعاب مائية. رائحة الصيف كرائحة الطعام. شعور الصيف كحرارة القدمين.","","false"
"صنعتُ رجل ثلج. وضعته في جيبي. وضعته على بيجامة أختي الصغيرة. الليلة الماضية هرب وبلل الفراش.","","false"
"أكل بليك كعكة مصنوعة من لحم الوتد في بحيرة باستخدام مجرفة مصنوعة من لحم الوتد، لذا كانت الكعكة مزيفة لأن جيك صنعها لبليك","","false"
"في أحد الأيام، دخلتُ بيتًا مسكونًا، كان مظلمًا كالمغارة، لكنني حاولتُ التحلي بالشجاعة. رأيتُ بعض القبور على الأرض. شعرتُ بالرعب والرهبة. كنتُ خائفًا! بل مرعوبًا! قرقرت معدتي. رأيتُ أشباحًا. صرختُ! عندما دخلتُ البيت المسكون، رأيتُ فأرًا قبيحًا. تعثرتُ لأنني سمعتُ تنينًا أعلى صوتًا من عربة أخي.","","false"
"خيول جميلة. تتسابق في الحقل الأخضر. يا له من شيء رائع.","","false"
"الأوراق تتساقط، الأوراق تتساقط واحدة تلو الأخرى، واحدة تلو الأخرى، كل شيء يلمع، كل شيء يلمع من خلال الشمس، من خلال الشمس، الأوراق تتساقط، الأوراق تتساقط اثنين اثنين، اثنين اثنين، الأوراق تتساقط، الأوراق تتساقط على حذائي، على حذائي، الأوراق تتساقط، الأوراق تتساقط ثلاثة ثلاثة، ثلاثة ثلاثة، الأوراق تتساقط، الأوراق تتساقط من الشجرة، الشجرة، الشجرة السعيدة","","false"
"الأسد يجري بسرعة. لا تأتي في المؤخرة. ينطلق الأسد بسرعة خاطفة عندما يرى حمارًا وحشيًا يمر. ثم يلحق به أخيرًا!","","false"
"الكثير من السيارات تسير بسرعة، والكثير من السيارات تسير ببطء، والكثير من السيارات تمر مسرعة، لكن أمي تسير ببطء شديد!","","false"
"إنها رياضيات، أقوم بها في حوض الاستحمام، قد تظن أنني مجنون أو حتى كسول بعض الشيء","","false"
"هي دافئة كالبطانية، ساحرة كالألماس، مشرقة كالشمس، وعندما أكون في ورطة تعلمني الصواب.","","false"
"أحب جدتي، وأحيانًا أتساءل ماذا تفعل، إنها تحبني كثيرًا، سأشرح لكم أيضًا! جدتي تحب سرد القصص، وأنا كذلك. عندما تبكي، تتوقف، فأبدأ بالبكاء. عندما أبدأ بالبكاء، تأخذني في حضنها، تمسح دموعي، ثم تربت عليّ. عندما تربت، تغني أغنية، فأبتسم وأضحك معها. أحب جدتي، وهي تحبني أيضًا. سأناديها "ناني" متى أردت","","false"
"عندما استيقظت ذات صباح، وجدت كلباً على رأسي. سألت","","false"
"عندما استيقظت في صباح أحد الصباح، كان هناك كلب على رأسي. سألت","","false"
"عندما استيقظت ذات صباح، وجدت كلباً على رأسي، فسألته،","","false"
"عندما استيقظت ذات صباح، وجدت كنغرًا على رأسي. سألت،","","false"
"ابتعد عن الغرباء، فهم يجلبون الخطر، ولهذا السبب أتجنبهم لأنهم انتهازيون","","false"
"عندما استيقظتُ ذات صباح، وجدتُ دجاجةً جاثمةً على رأسي. سألتها: "ماذا تفعلين هنا؟" نظرت إليّ وقالت:«بروك!!!!!!!!!!!!!!!!!!!بروك!!!!!!!!!!!!!!!!!!!!!!!بروك بروك بروك!!!!!!!!!!!!!!!!!!!!!!?!!بروك؟!!!!![الترجمة: أنا أضع بيضة. لا، لا، لااااااا!] انتهت الترجمة.","","false"
"أحب كرة القدم. يمكنك الركل، يمكنك التسجيل، وتستمتع. نعم، أحب كرة القدم","","false"
"كان هناك ذات مرة فصل في مدرسة ليهوا كان يحب رقصة الهولا كثيراً، لقد رقصوها لفترة طويلة لدرجة أنهم لم يتمكنوا من محاربة كينغ كونغ، لذلك استعانوا بعمة كاليو، بوا.","","false"
"عندما ألعب كرة السلة، أشعر وكأنني فارغ من الداخل. عندما كنت أسير في الممر، انقبض قلبي. ولهذا السبب أشعر وكأنني فارغ من الداخل.","","false"
"الأحمر جميل جداً، والأصفر ساطع جداً، والوردي جميل جداً، والأخضر فاتح جداً، والأزرق رائع جداً","","false"
"الورود حمراء، والبنفسج أزرق. أنتِ تُسعدينني عندما تُلقين عليّ النكات. تُعانقينني عندما أُصاب بالإنفلونزا. تُعتنين بي عندما أتألم. نحن كالأخوات تقريبًا لأننا دائمًا ما نُعتني ببعضنا البعض. أحبكِ.","","false"
"نحن أصدقاء، لدينا عيون زرقاء وشعر بني، نحب التسوق وتناول الطعام، وهذا كل ما في الأمر، نحن نحب أنفسنا!!!","","false"
"يا إلهي، إنه يوم ممل للغاية. كنت أرغب حقًا في الخروج واللعب. لقد ثار بركان على بُعد نصف ميل. أعتقد أنني شعرت للتو بهزة أرضية. يا إلهي، إنه يوم ممل للغاية.","","false"
"تأخر منبهي، عليّ الإسراع، عليّ الإسراع، سيصلون في أي لحظة، إذا فاتني الباص سأكره هذا اليوم، أمي وأبي ليسا هنا، أنا مستعد، أنا مستعد، ليسا هنا، كيف سأذهب إلى المدرسة. أوه، إنها عطلة الصيف!","","false"
"عندما استيقظت هذا الصباح، رقصت قطة على رأسي. سألتها: "ماذا تفعلين هنا؟" نظرت إليّ وقالت... "مرحباً، اسمي فريد. يجب أن تخرج من هنا من فضلك، انهض من السرير! خذني في جولة!" "أنت حقاً بحاجة إلى تصفية ذهنك! اخرج واستنشق بعض الهواء النقي! هيا والعب مع فريد. تعال والعب، إن كنت تجرؤ!"","","false"
"الأزهار زاهية، وساقها يتحرك ببطء. الريح تُهمس. يمر الناس وهم يهزون الأزهار. الأزهار موجودة في كل مكان، في جميع أنحاء العالم. تنمو من العشب، ومن البذرة، تحت ضوء الشمس. أحيانًا تكون الأزهار وردية، وصفراء، وألوان أخرى كثيرة.","","false"
"استيقظتُ ذات صباح وقرأتُ كتابًا عن ساحرة وقدمها. ثم قرأتُ كتاب طبخ طويلًا. بعد ذلك، قمتُ بتلميع أظافري بينما كنتُ أشاهد كلبي وهو يهز ذيله الطويل. ثم غسلتُ ملابسي ولعبتُ بشراع. ثم تناولتُ لحمي ونمتُ ولم أستيقظ إلا في الصباح.","","false"
"استيقظتُ وكان فصل الربيع، ورأيتُ الكثير من الأشياء الجميلة، ويصعب عليّ تصديق أنني أستطيع القفز عالياً ورؤية كيف يبدو الأمر حقاً.","","false"
"أتناول الآيس كريم بالملعقة كل عصر تقريبًا. وفي الساعة السادسة مساءً، أتناول الآيس كريم فوق الطوب. وفي الساعة الثالثة نهارًا، أتناول الآيس كريم تحت الشجرة. وفي كل يوم، أجلس على الأريكة وأتناول الآيس كريم بشراهة. وفي الساعة الثامنة نهارًا، أتناول كعكة الآيس كريم. وفي الساعة الواحدة ظهرًا، أتناول الآيس كريم مع ابني.","","false"
"جاستن شخص رائع. إنه ليس أحمق. حاول الطيران، لكنه هبط في فطيرة.","","false"
"يستغرق الوصول إلى الشاطئ وقتاً طويلاً، ولكن عندما نصل إلى هناك سنلعب في الماء ونبني قلاعاً رملية، ويمكننا ممارسة الألعاب، فالشاطئ ممتع للغاية.","","false"
"المريخ بعيد جدًا. المريخ نجم جميل. المريخ كبير جدًا. ذهبوا إلى المريخ في مارس. المريخ يحتوي على أصغر صخرة. حصلت على صخرة من المريخ.","","false"
"عندما استيقظت هذا الصباح، كان هناك كلب يجلس على رأسي. سألته: "ماذا تفعل هنا؟" نظر إليّ وقال: "مهلاً يا صغيري، أنا الكلب المتكلم!" قلت: "كلب، وليس سمكة أو خنزير. الكلاب لا تتكلم." قال: "لا، لكنني أتكلم. انظر يا صغيري، إذا صدقتني سأشتري لك قبعة." قلت: "حسنًا، لا شك في ذلك." قلت: "ستشتري لي قبعة؟ رائع!!" في اليوم التالي، استيقظت لأجد أن كل ذلك كان حلمًا. لكن، كان هناك كلب على رأسي؛ لم يكن سوى كلبي فريد.","","false"
"حلوى أم خدعة. شمّ قدميك. حلوى أم خدعة. شمّ لحمك؟","","false"
"الأشباح ليست مضيئة. الأشباح تذهب في الليل. الأشباح تتوهج في الليل. الأشباح تنمو في الليل. النهاية","","false"
"أنا إنسان، لا أحب الكمون، أنا طويل القامة، بطول مركز تجاري، وهذا هو طولي. أحب الرياضة أكثر من الثآليل، أحب الأكل أكثر من الغش، هذه هي طبيعتي. الآن عرفتم، أنا طويل القامة، لست قصيرًا، أحب الرياضة، لا الثآليل، هذه هي طبيعتي.","","false"
"لزجة، دبقة، مرنة، سريعة. أحيانًا كبيرة، بل ضخمة. ضفادع خضراء صغيرة، تقفز، تقفز بسرعة، تقفز ببطء، تقفز عالياً، تقفز منخفضاً.","","false"
"الدجاج، الدجاج، إنه حبي، الدجاج مقرمش ولذيذ كالحب، وهو أفضل بكثير من الفاصوليا السيئة، أحب الدجاج كثيراً، أحب عالماً من الدجاج.","","false"
"الحب بلون حورية البحر، الحب صوته كصوت مغنية أوبرا، الحب طعمه كالفراولة، الحب رائحته كالزهور، الحب شكله كالفراشات، الحب يجعلني أشعر بالسعادة","","false"
"هكذا أشعر تجاه الربيع. الربيع كزقزقة العصافير. الربيع أخضر. الربيع كحبات الفاصولياء الخضراء. الربيع منعش. الربيع طعمه كلحم. الربيع يجعلني أرغب بالغناء.","","false"
"أحب القمر. إنه شرنقة من النور في الليل. أصارعه في الليل. أحب القمر.","","false"
"اسمي فيل، لقد أكلت حبة دواء، كانت مصنوعة في البرازيل، وكانت هناك فتاة اسمها جيل.","","false"
"هذا الحيوان قد يصبح صاخبًا، سواء كان كبيرًا أم صغيرًا، فقد يكون هذا الحيوان غاضبًا","","false"
"لو كان العالم مجنونًا، لعرفتَ ما سآكل. سآكل ديكًا روميًا كاملًا له أقدام بشرية. سآكل دجاجة تحتاج إلى زوج من الأيدي. سآكل بقرة هي واحدة من أعظم الأبقار. انظر إلى هذا يا صديقي الصغير. هذا ما سيحدث لو انتهى العالم.","","false"
"أمي تطبخ الطعام، وأبي يأكله معي أيضاً. أتمنى أن أصبح يوماً ما ضخماً جداً.","","false"
"الصيف ممتع، الصيف طويل. حدسي يقول لي أن لا شيء خطأ. الصيف ممتع، هذا صحيح فعلاً. لستُ مضطراً لاجتياز اختبار أو اثنين. لا شيء خطأ، كل شيء على ما يرام حتى يوقظني أخي الصغير ليلاً!","","false"
"أوه، إذا كنت ضيفًا، فلا يمكنك طلب أخ صغير، فهو مزعج. لكن إذا دققت النظر، سترى كيف أعيش مع أخ يبلغ من العمر ثلاث سنوات تقريبًا. إذا ضاعت واجباتي المدرسية، وانسكب عصيري على قدمي، وأفرطت أمي في طهي اللحم، سيأتي أخي الصغير ويُفسد كل شيء. عندما أخلد إلى النوم، تراودني مخاوف من أخي الصغير، فهو أحد الوحوش تحت سريري. حياتي ليست مثالية كما ترى، وأتمنى لو كان لدي أخ يشبهني أكثر.","","false"
"أمي تطلب مني أن أحزم أمتعتي، أبي يطلب مني أن أودع أحبائي، أختي تقول لي "عليكِ فعل ذلك"، أخي يقول "الأمر بسيط". لذا ذهبت إلى المدرسة رغم أنه لا يوجد شيء مميز. ودّعت أليكس وجيف، ودّعت لورا وبيس، وودّعت معلمتي السيدة تيس. حتى أنني ودّعت مكاني على مكتبي! تمنيت لو كان كل هذا حلماً، رغم أنني متأخرة جداً. تمنيت لو أستطيع تغيير التاريخ! عدت إلى المنزل وودّعتهم. لكن انتظروا! استيقظت! كان كل هذا مجرد حلم!","","false"
"ذيل القرد جميل وبني اللون، إنه ناعم كشعر مهرج السيرك، أحب أن أداعب ذيل القرد عندما أغني أغنية "يا حوت أزرق".","","false"
"بالأمس كنت أنظر إلى حبة بطاطس، ثم رأيت شيئاً لم أره من قبل، كانت هناك حبة طماطم.","","false"
"عيناي زرقاوان وأنفي أحمر، أحب قراءة كتاب في السرير، وكلما كنت في المدرسة تمشي الكلاب على رأسي، وكلما كنت في المنزل يمشي إخوتي على رأسي، وكلما وقعت في مشكلة يتم إرسالي إلى غرفتي، ولكن عندما أكون فتاة جيدة يُسمح لي بالذهاب والتزيين.","","false"
"دب لطيف ورائحة طيبة، طعم، سمع بني جايك لطيف ولطيف دب صغير حلو","","false"
"الحب كأنك تستطيع أن تُقبّل، الحب يمكن أن يكون أي شيء، الحب يمكن أن يكون قفازًا","","false"
"عندما استيقظت ذات صباح، وجدت أرنباً على رأسي، فسألت","","false"
"هذا كتابٌ نتعلم فيه الطبخ. وهذا كتابٌ آخر عن أمّ فتاة. وهناك كتبٌ عن هاري بوتر، تعتقد الفتيات أنه يصبح أكثر جاذبية.","","false"
"عشتُ في مزرعة طوال حياتي. في عروض رعاة البقر، أبدو في غاية الأناقة. وأراهن أنني لن أتزوج أبدًا، لأنني سأكون مشغولًا جدًا بحضور عروض رعاة البقر!","","false"
"كان هناك ضفدع صغير يجلس على جذع شجرة. يحب أن يتكلم عندما يمشي. ذات مرة مشى في الضباب.","","false"
"فيبي فتاة صغيرة جريئة، تريد أمها، وتغامر بكل شيء، وتتسلق كل شيء، إنها مثل القرد","","false"
"تغرّد الطيور وتزقزق، أغانيها الصغيرة، يا لها من حلاوة! الصيف الجميل رائع. عندما يكون الجو حارًا ومشمسًا، أرغب في السباحة، إنه مثالي في يوم صيفي حار، ثم ألتقي بشخص اسمه تيم.","","false"
"الغناء والغناء، أيها الجذوع السخيفة، لماذا كل هذا الضجيج؟ أنتم تُزعجون العشب!","","false"
"يا قطتي، العبي معي، يا قطتي، أمسكي بخيطي، يا قطتي، أنتِ تحبين السمك، لذا سيكون في طبقكِ، يا قطتي، أنا أحبكِ، المرح لا ينتهي أبدًا","","false"
"أطفال! يا إلهي! عليّ أن أستعد، أجل، عليّ أن أستعد. أتعلم مسؤولية كبيرة، مسؤولية كبيرة حقًا. بكاء الأطفال في كل مكان في المنزل. ماذا أفعل؟ ساعدوني! يا إلهي! هل أستطيع فعل هذا؟ أستطيع، أستطيع، أحتاج فقط إلى التماسك. لديّ بعض الوقت، أجل. لكنهما توأم. يا إلهي! أعتقد أنني أستطيع فعلها. أخبريني كيف حتى أعرف. توأم، يا للفرح!","","false"
"البطة تصدر صوت كواك، البطة تصدر صوت كواك. أحب صوت البطة التي تصدر صوت كواك. البطة لا تصدر صوت مو، البطة لا تصدر صوت أويك. أجل، بالطبع البطة تصدر صوت كواك","","false"
"أحب اللعب في شهر مايو. عادةً ما ألعب في خليج. عندما ألعب في الخليج، أقفز في التبن. ألعب بالطين. كما أتمنى أن يمر اليوم سريعاً.","","false"
"الفراولة أفضل من البشر، يا عزيزي، ألا تعتقد أنني على حق؟","","false"
"كان هناك كلب اسمه روكيت، كان يحب أن يشم جيوبك. كان يحب أكل الحلوى لأنها كانت رائعة للغاية، وكان لديه قلادة على شكل قلب","","false"
"أنا عصا المشي، أبدو كعصا على الأرض، أعيش في مناخات استوائية دافئة، آكل أوراق شجيرات العليق، أمشي ببطء شديد كالحلزون، أنا نحيل كعصا على الأرض، أنا طويل وصلب وبني كالوحل. أحب الزحف إلى أعلى الجبل والنزول من الشجرة. أنا عصا المشي التي تزحف على ركبتك","","false"
"الأصدقاء ممتعون، الأصدقاء رائعون. يمكن أن يكون الأصدقاء مذهلين، عليك فقط اختيار الصديق المناسب. أنا وصديقتي لورين نستمتع كثيرًا عندما نكون معًا، نحن مقربتان جدًا، كالأخوات. نحب كلانا اللونين الأزرق والأخضر، ولكل منا أخت واحدة على الأقل، ونحب الشعر القصير. كما ترون، نحن مقربتان كالأخوات","","false"
"متحمسة، لونها برتقالي وتقفز مثل كرة سلة جديدة تمامًا، طعمها مثل البرتقال وتبدو ككرة في الهواء، أشعر وكأنني أطير.","","false"
"حشرات، حشرات، إنها لطيفة كالكلاب الصغيرة، كما أنها تتسع في الأكواب. مهلاً! يصرخ أحدهم، أحضروا البخاخ! قبل أن يصهل الحصان!","","false"
"ميكي. مُحِب، مثلي تمامًا، مجرد طائر، ذكي، حيوان أليف، مُتبنى، لطيف، مُحتاج، عارف، مُهتم، الأفضل، طائري. فظيع، حزين، ملول، مُفتقد، مُحتاج، يبكي، وحيد، كئيب. لو طار ميكي بعيدًا.","","false"
"بعد التل البعيد، سترى مرجًا من زهور الكراميل، تقطف بعض الزهور وتتساءل إن كان هناك أي زهور أقحوان. تمشي وتمشي، ثم تسمع صوت ضحكة، لكن لا أحد حولك، ثم تلمح بعض الزهور تشير إلى زهرة أقحوان، تذهب وتقطف زهرة أقحوان وتغادر المرج.","","false"
"استيقظتُ ذات صباح، وإذا بي أرى حبة بازلاء عملاقة تجلس بجانبي! قفزتُ وقلتُ: "كيف حالك؟" فأجاب: "أنا بخير، شكرًا لك. ماذا عنك؟" قلتُ: "أنا بخير، بخير جدًا." سألته: "هل ترغب في بعض الشاي؟" قال: "بالتأكيد، نعم من فضلك يا سيد بازلاء. شكرًا لك يا سيد بازلاء!" قلتُ: "على الرحب والسعة!"","","false"
"أحب شعري. ناعمٌ ورقيقٌ للغاية. إنه أنعم من شعر دبٍّ ضخم. أحب أن أقول: شعري، شعري. عندما يكون شعري ناعمًا، يكون يومي مثاليًا. أرفع شعري على شكل كعكة، ما رأيكِ؟ أرفعه على شكل ذيل حصان مع ضفيرة، يجب أن نقيم موكبًا. انتبهي لشعري الكثيف جدًا؛ إنه ضخمٌ للغاية. الآن، لا أحب شعري فحسب، بل أعشقه","","false"
"قطي قط، أعلم أنك تعلم ذلك. قد يكون مشاغبًا بعض الشيء. لكنه ليس سمينًا، لماذا تظن ذلك؟ هذه إذًا قصة قطي المشاغب غير السمين.","","false"
"في قديم الزمان، كان هناك قدر من الذهب، وكان هذا القدر باردًا جدًا. في عيد القديس باتريك، يهتف الجميع "هورا!!!!". جميع الجنيات مرحة ولديها أرنب أليف. تخرج الجنيات إلى الرصيف وترمي بعض الحجارة. هذا ما تفعله الجنيات في عيد القديس باتريك أثناء قضائها الوقت في الخليج. بقلم: أبيجيل س.","","false"
"اسمي محفور في قاعة المشاهير. إنه يحب لعب أي لعبة. لذا، إذا كنت تريد اسمًا، فلماذا لا تسمي نفسك جيم.","","false"
"المطر، المطر، إنه كئيب للغاية، لا أستطيع المشي في الشارع عندما تمطر، المطر ممتع أحيانًا، لكن ليس بمتعة عندما يكون المطر كئيبًا!!!!!!","","false"
"عندما دخلتُ من أبواب المدرسة الكبيرة، تذكرتُ أنني في صفٍ جديد. كان هناك أطفالٌ صغارٌ وكبارٌ يتجولون بحثًا عن فصولهم، كل ما أتذكره هو محاولتي إيجاد بابي. شعرتُ بالخوف عند دخولي، لكن والداي كانا معي. جلستُ على مكتبي لأبدأ عملي. التقط والداي صورًا لي وغادرا، مودعين إياي ولوّحا لي، وقبّلاني وعانقاني، وقالا إنهما سيشتاقان إليّ أيضًا. عندما رنّ الجرس، شعرتُ بالحماس، فاليوم الأول من الصف الثالث على وشك البدء. كان جميع زملائي في الصف لطفاء. علّقتُ حقيبتي على الخطافات، وأخرجتُ ملفاتي وأوراقي. كنتُ متحمسًا بالفعل لليوم الأخير من المدرسة، للاحتفالات، والمرح، والإثارة. يوم رياضي، ومثلجات، وبيوت نطاطة، وغداء في الهواء الطلق، وتصفيق حار، وحفل توزيع جوائز، والحصول على نجومنا لحسن السلوك، يا له من يوم رائع!!!!!!!!!!! الكثير من الأشياء التي يمكن القيام بها في اليوم الأخير من المدرسة. سأفتقدك وستفتقدني، بما في ذلك زملائي في الفصل الذين سمحوا لي باستعارة أغراضهم، وسيفتقدني معلم الدراسات الاجتماعية أيضًا، تاركًا لي ذكرى خالدة!","","false"
"حوريات البحر يعشقن السباحة، ويعشقن قناديل البحر، ويعشقن السباحة، والاهتمام بالآخرين، والتأمل. إنهن مخلوقات رائعة حقًا. ذيل حورية البحر","","false"
"أكلت كرة ديسكو، طعمها مقرف!","","false"
"كان هناك رجل، كان لديه مقلاة، وكان اسمه دان، وكانت لديه زوجة اسمها جان، وكان هو الرجل، وكانت كلمته المفضلة هي "يا رجل"","","false"
"الكرفس النيء يقوي الفك، أما الكرفس المطبوخ فيتم مضغه بهدوء أكبر.","","false"
"المشكلة مع القطط الصغيرة هي أنها! في النهاية تصبح قطة بالغة!","","false"
"أنا قلم تلوين، قلم تلوين وحيد. أنا مثل القلم الرصاص وأقلام التلوين، أخي. أنت بحاجة إليّ، أنت بحاجة إليّ، للتلوين والكتابة.","","false"
"قام بيتر باندا بجمع الفلفل من قصر الفلفل وأكل بعضاً منه، ثم احترق وتحول إلى رماد","","false"
"السماء زرقاء صافية لدرجة أنني أستطيع الآن رؤية... كل الطيور تحلق بحرية في السماء. أرى الغيوم ترسم أشكال الحيوانات، كما ترى. يا لها من مناظر رائعة! ماذا عنك؟ ماذا ترى؟ هل يمكنك أن تخبرني؟ من فضلك؟","","false"
"ركوب الدراجة ممتع. صيد السمك ممتع. الجري ممتع. أشياء كثيرة ممتعة، أنا أحب المرح.","","false"
